지역,업소명,사업자명(대표자),소재지,Latitude,Longitude,총면적(제곱미터),홀수(홀),세부종류
경남,밀양컨트리클럽,㈜밀양컨트리클럽임경주,밀양시 부북면 전사포리 832,35.4669033,128.7381423,296984,9,대중제
경남,거제드비치골프클럽,드비치골프클럽㈜최병호,거제시 장목면 거제북로 1573,35.0171365,128.6782062,936155,18,회원제
경남,거제뷰컨트리클럽,㈜다원종합건설이철수,거제시 거제면 옥산리 285-3,34.8818429,128.5913079,800568,18,대중제
경남,통도파인이스트컨트리클럽,㈜동일리조트김은수,양산시 하북면 신평남부길 29-12,35.4810101,129.0889791,2198232,36,회원제
경남,동부산컨트리클럽,㈜동부산컨트리클럽최성필,양산시 매곡외산로 282,35.3623711,129.1818389,1448364,27,회원제
경남,에이원컨트리클럽,에이원컨트리클럽㈜ 홍세희,양산시 덕명로 190,35.3770307,129.1758435,1680668,27,회원제
경남,에덴밸리컨트리클럽,신세계개발㈜문성필,양산시 원동면 어실로 910,35.4218023,128.9913265,920431,18,회원제
경남,양산컨트리클럽,㈜양산컨트리클럽신영철,양산시 상북면 충렬로 687,35.4008522,129.0426147,1599832,27,대중제
경남,다이아몬드컨트리클럽,다이아몬드컨트리클럽㈜  문 호,양산시 상북면 공원로 305-391,35.4227037,129.0296244,1291000,18,대중제
경남,의령친환경골프장,의령군수,의령군 의령읍 남강로 417,35.2931643,128.2875594,235262,9,대중제
경남,의령 리온컨트리클럽,"우신레저㈜강헌석, 김사국",의령군 칠곡면 내조리 산113,35.3542878,128.1901559,1437044,27,대중제
경남,골프존카운티 경남,㈜지씨경남서상현,함안군 칠원면 운무로 470,35.3095232,128.5191514,786500,18,대중제
경남,부곡컨트리클럽,현일개발㈜배영환,창녕군 부곡면 온천로 445,35.4470085,128.5750305,942431,18,회원제
